conversation_id_str,created_at,favorite_count,text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1840534326746010071,Sun Sep 29 23:29:13 +0000 2024,0,ngantuk berat tarik selimut,1840534326746010071,,,in,,0,0,0,https://x.com/0XalinggaGibran/status/1840534326746010071,1799405747102777345,0XalinggaGibran
1840534301370425845,Sun Sep 29 23:29:07 +0000 2024,0,mengakui akun fufufafa miliknya meminta maaf terkait itu muda hallooo bagaimana  dimaafkan  bgmn masih layak  memimpin nkri,1840534301370425845,,gibran,in,,0,0,0,https://x.com/ENS53311139/status/1840534301370425845,1168102826624483329,ENS53311139
1840533996327120918,Sun Sep 29 23:27:54 +0000 2024,0,cc  fyi pak prabowo harusnya bijaksana mengambil keputusan politik  perut rakyat gak dibohongin pak  kalo laper bunyi lemes sakit pak  jgn dibohongin dgn politik wakil jgn gibran puan  rakyat butuh hidup tenang adil sejahtera semoga aja,1840533996327120918,,,in,Jakarta Capital Region,0,0,0,https://x.com/saerozi63/status/1840533996327120918,1638596282012028930,saerozi63
1840172992380449177,Sun Sep 29 23:27:52 +0000 2024,0,fufufafa jadi wapress  kalau pak prabowo sakit  yakin mau pimpin fufufafa,1840533986961179022,,gtobing2903,in,Jogjakarta,0,0,0,https://x.com/yudhikura/status/1840533986961179022,131352298,yudhikura
1840365370311594494,Sun Sep 29 23:26:57 +0000 2024,1,gibran jadi wapres negeri dg 275jt penduduk sudah sangat aneh      siap2 5th depan menghadapi kelakuan pejabat aparat negara yg jauh lebih aneh safam fufufafa,1840533756303880359,,HeryIdris5,in,"Kota Bogor, West Java",0,0,0,https://x.com/wong_clayten/status/1840533756303880359,3139555602,wong_clayten
1840533655787368880,Sun Sep 29 23:26:33 +0000 2024,0,pasukan bawah tanah jokowi yg melaporkan roy suryo sebut gibran lambang negara makanya di lindungi,1840533655787368880,https://pbs.twimg.com/media/GYrjmyCbUAAlUks.jpg,,in,,0,0,0,https://x.com/doctor__fabre/status/1840533655787368880,1227492565525491713,doctor__fabre
1839982788956827848,Sun Sep 29 23:26:15 +0000 2024,0,segera ganji gibran alias fufufafa,1840533580495438078,,FayaAtika,in,,0,0,0,https://x.com/anshari_isnan/status/1840533580495438078,1567028123291766784,anshari_isnan
1840208452175507605,Sun Sep 29 23:25:36 +0000 2024,0,bisnis cuci mencuci sepeinya kalau kering di angkat kalau bersih bereskan,1840533418121339300,,StefanAntonio__,in,,0,0,0,https://x.com/candaankosong/status/1840533418121339300,1635046674870710273,candaankosong
1840532855480521166,Sun Sep 29 23:23:22 +0000 2024,1,sama halnya sepei timnas dunia politik indonesia potong generasi,1840532855480521166,,,in,beside my lady,0,0,0,https://x.com/gibranely/status/1840532855480521166,185616700,gibranely
1840532444837273609,Sun Sep 29 23:21:44 +0000 2024,0,akang raffi temennya mas  teh mau jadi minister naon nyak,1840532444837273609,,,in,Indonesia.,0,0,0,https://x.com/K7_m0en/status/1840532444837273609,3299145104,K7_m0en
1840232905207099405,Sun Sep 29 23:21:27 +0000 2024,7,lo pantesnya ngajarin kaesang gibran ted    sama2 tololnya,1840532371852214637,,TeddGus,in,Jawa Barat,0,2,0,https://x.com/Shifa_M3/status/1840532371852214637,1828004500663332864,Shifa_M3
1840395036837703911,Sun Sep 29 23:21:24 +0000 2024,0, pemerhati hukum  gibran sekarang jabatannya apa  tanggal 20 oktober dia jabatannya apa,1840532358942113920,,SammiSoh,in,Jakarta Capital Region,0,0,0,https://x.com/sendy82/status/1840532358942113920,81138905,sendy82
1840526768354336958,Sun Sep 29 23:20:42 +0000 2024,0,tidak benar prabowo gibran sering jalan bersama adakan peemuan membahas persiapan susunan kabinet  iya engga,1840532183171420326,,JamesPepen,in,"Bima Sakti, Bumi, Indonesia",0,1,0,https://x.com/abu_waras/status/1840532183171420326,2905814730,abu_waras
1839990276825235607,Sun Sep 29 23:20:01 +0000 2024,0,nunggu si  selesai hapus hapus post bukti akun fufufafa baru   gerak terus bilang informasi fufufafa yg beredar hoax,1840532010663837712,,dipejet,in,,0,0,0,https://x.com/waluhrebus/status/1840532010663837712,934050830600232960,waluhrebus
1840208452175507605,Sun Sep 29 23:19:32 +0000 2024,0,orang dungu otj dipantat,1840531888688992519,,StefanAntonio__,in,,0,0,0,https://x.com/MbahJack2323/status/1840531888688992519,1673187405258694656,MbahJack2323
1792433563880902853,Sun Sep 29 23:17:31 +0000 2024,0,selamat pagi pak  selamat pagi pak  selamat pagi  selamat pagi,1840531382982107241,https://pbs.twimg.com/media/GYrhie3bsAAdA4j.jpg,ferrykoto,in,Indonesia ,0,0,0,https://x.com/MangDjanaBdg/status/1840531382982107241,841187770726932482,MangDjanaBdg
1839862694910018047,Sun Sep 29 23:15:48 +0000 2024,0,gibran ikuti gaya bpkne asal mangap dulu bpkne jg bilang 10 jt tp blas gak da apa malah yg meledak tka china,1840530951849517421,,akbarfaizal68,in,,0,0,0,https://x.com/adjatajah/status/1840530951849517421,791739636,adjatajah
1840368378428772770,Sun Sep 29 23:15:02 +0000 2024,0,sebenernya bentuk kejengkelan gibran isu private jet olah tegar menghadapi isu tsb padahal jengkel mangkanya bilang gitu acara psi fakta psikologis,1840530755979825331,,BangPino__,in,,0,0,0,https://x.com/NandaJuand87035/status/1840530755979825331,1707654484523147264,NandaJuand87035
1840202769774588300,Sun Sep 29 23:13:29 +0000 2024,0,diskusi utk menggagalkan pelantikan gibran dg bermacam cara  lain lewat jalur hukum lewat kerusuhan provokasi rakyat adu domba ps cv gibran sdh dilakukan ttp gagal  adu domba ps vc jkw sdh lebih gagal   jalan terakhir menggagalkan pelantikan gibran,1840530365645287616,,jojo_botak,in,,0,0,0,https://x.com/nalarto/status/1840530365645287616,1315865946850959360,nalarto
1840530092088512985,Sun Sep 29 23:12:24 +0000 2024,58,lu kali yg mnjijikkan  semua org tau klo cuitan gibran bkn kejahatan tp non etika yg uda akut  emngnya negara mana yg mau dipimpin org yg low attitude berai bener fufufafa gibran,1840530092088512985,https://pbs.twimg.com/ext_tw_video_thumb/1840529989412044800/pu/img/o6_vHnlT6L0SQI9a.jpg,,in,,4,13,4,https://x.com/MayaA62580468/status/1840530092088512985,1459664329402290177,MayaA62580468
1840196231030817077,Sun Sep 29 23:10:11 +0000 2024,0,mau kepuasan nya 1000  tetep aje bentar lengser,1840529535831519291,,Ber_uang08,in,,0,0,0,https://x.com/YouMik25/status/1840529535831519291,1596897788075200512,YouMik25
1839952287185133869,Sun Sep 29 23:09:55 +0000 2024,0,halu,1840529468869480557,,Ber_uang08,in,,0,0,0,https://x.com/pauspaulus91/status/1840529468869480557,1795526992839970816,pauspaulus91
1838088858464096597,Sun Sep 29 23:09:52 +0000 2024,1,si tolol msh percaya chat mesum hoax,1840529454881497188,,liehokie,in,,0,0,0,https://x.com/crushonyou99_/status/1840529454881497188,1169235891174293504,crushonyou99_
1839846435434705093,Sun Sep 29 23:09:15 +0000 2024,0,gibran beler wkwk,1840529299742552416,,itsquaileggs,in,,0,0,0,https://x.com/EnyababaP/status/1840529299742552416,1708197495640326144,EnyababaP
1840261935646027808,Sun Sep 29 23:07:48 +0000 2024,0,mulyono mati prabowo mati gibran mati ga bikin dagangan laku,1840528938575282544,,7wisanggeni78,in,,0,0,0,https://x.com/MieSuccess/status/1840528938575282544,1248764144955908096,MieSuccess
1840208452175507605,Sun Sep 29 23:07:15 +0000 2024,0,kalo ga bapaknya cuma mas2 pengangguran beban keluarga doang bjir wkwkwk,1840528796283474135,,StefanAntonio__,in,"Kenyase, Ghana",0,0,0,https://x.com/budakkorprat/status/1840528796283474135,1788376397351919617,budakkorprat
1840528033532490027,Sun Sep 29 23:04:13 +0000 2024,0,mungkin mas gibran dpt gelar jga nyusul,1840528033532490027,,,in,"Lombok Timur, NTB",0,0,0,https://x.com/rumahrakyat77/status/1840528033532490027,1031508693269897216,rumahrakyat77
1840509698514231783,Sun Sep 29 23:03:58 +0000 2024,0,gibran jg tngh r,1840527972941586859,,Yooshikazu,in,🔥 jancok 🔥,0,1,0,https://x.com/SKlBlDlTOlLET/status/1840527972941586859,3285255492,SKlBlDlTOlLET
1840344874824180204,Sun Sep 29 23:03:13 +0000 2024,0,gw diem mulyono bukan siapa siapa dikadin ikut campur tangan bro,1840527782885069197,,ditoks,in,Berada di gedung PSI,0,0,0,https://x.com/ring01mulyono/status/1840527782885069197,4637298626,ring01mulyono
1840524992595001417,Sun Sep 29 23:03:09 +0000 2024,10,pak jokowi tengah menyalahkan kebijakanya bapaknya gibran,1840527766644756562,,DokterTifa,in,Majapahit Selatan ,0,0,0,https://x.com/MasboyK/status/1840527766644756562,2831858568,MasboyK
1840527479339123128,Sun Sep 29 23:02:01 +0000 2024,0,ciunis lokal macam dapat ceperan berapa duit sirewel utk sekali tuit,1840527479339123128,,,in,Salakanagara,0,0,0,https://x.com/ramboetz/status/1840527479339123128,988786264441794560,ramboetz
1840342965413453905,Sun Sep 29 23:01:18 +0000 2024,0,memang diadopsi bahasa melayu dagang  bahasa perdagangan yg sederhana mudah dipelajari semua orang  sayangnya kultur bangsa bukan bangsa dagang  jadi gak nyambung,1840527298971455967,,FayaAtika,in,,0,0,0,https://x.com/rakabuning/status/1840527298971455967,1724707826365599744,rakabuning
1840352544050266386,Sun Sep 29 23:00:57 +0000 2024,0,wkwkw bocahbri lu udh mrsa tua nah knp tdk ikut mendfatr pilpres buktiin klo cm nyinyir doank sia sia tuh,1840527212656861448,,pulisi_indiaa,in,,0,0,0,https://x.com/R4v4king/status/1840527212656861448,1727670533939142656,R4v4king
1840526980120543584,Sun Sep 29 23:00:02 +0000 2024,0,penanganan covid 19 cepat tepat salute   jokowibaktiuntuknegeri,1840526980120543584,,,in,,0,0,0,https://x.com/gilang_gbrn13/status/1840526980120543584,1683724858491043840,gilang_gbrn13
1840250617203482984,Sun Sep 29 23:00:00 +0000 2024,0,dulu gibran selalu dihina  eh g dihina2 malah melambung tinggi,1840526974500098055,,FDonghun,in,,0,1,0,https://x.com/TorankuA11300/status/1840526974500098055,1767928569559400448,TorankuA11300
1840526768354336958,Sun Sep 29 22:59:11 +0000 2024,1347,jadi gini benar sekali jika benar fufufafa gibran mau ditaro muka sebagai bangsa besar mata dunia   kelen pikir dunia internasional engga tahu siapa fufufafa,1840526768354336958,,,in,"Bima Sakti, Bumi, Indonesia",2,43,448,https://x.com/abu_waras/status/1840526768354336958,2905814730,abu_waras
1840196231030817077,Sun Sep 29 22:58:40 +0000 2024,0,27 november pdip makin nyungsep,1840526638372827216,,Ber_uang08,in,,0,0,0,https://x.com/Sintya_Rys/status/1840526638372827216,1737716204402626561,Sintya_Rys
1840196231030817077,Sun Sep 29 22:56:58 +0000 2024,0,buktinya yg kasihan pakde gagal maning semua uu pilkada gagal pkb mau dikerjain gagal buzzer nya sibuk cebok terus kwkwkkwk,1840526209488445479,,santoz92725,in,,0,0,0,https://x.com/Robbygseb/status/1840526209488445479,1494870078076375040,Robbygseb
1840196231030817077,Sun Sep 29 22:55:37 +0000 2024,0,bentar pakde selesai pdip beahan  usaha menghancurkan pdip gila2 an eh tegar berdiri baru sebentar pdip berbeda udah turun aja tuh kemampuan pakde buzzer sibuk cebok terus kwkwkwk,1840525870018290160,,Ber_uang08,in,,0,0,0,https://x.com/Robbygseb/status/1840525870018290160,1494870078076375040,Robbygseb
1839955680855502869,Sun Sep 29 22:54:17 +0000 2024,0,tak baca ulang kalimat yg hoax hoaxnya  kan dibilang gibran diganti perlu ada kata walikota yg baca mestinya paham lha emang gibran udah jadi wapres kan,1840525533911851495,,PartaiSocmed,in,,0,0,0,https://x.com/orangbebas2023/status/1840525533911851495,1085422050485960704,orangbebas2023
1840354308724051970,Sun Sep 29 22:54:16 +0000 2024,8,bantah bukti bahwa no tlp tsb bukan milik gibran,1840525528832573507,https://pbs.twimg.com/media/GYrcNo8agAARwN7.jpg,tham878,in,", Indonesia",0,1,1,https://x.com/ediedot108/status/1840525528832573507,718071861746073600,ediedot108
1839966531213767011,Sun Sep 29 22:52:06 +0000 2024,0,woyyy      prof jangan kegocek  om memed  ngalihin issue fufufafa  fufufafa tetep dilantik impeachment mah soal gimana,1840524984571273560,,ProfylHenuk,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/KayanaDuris/status/1840524984571273560,1547231490001743872,KayanaDuris
1840524690869367066,Sun Sep 29 22:50:56 +0000 2024,2,pasukan bawah tanah jokowi  gibran rakabuming raka lambang negara,1840524690869367066,https://pbs.twimg.com/media/GYrbcxaboAAUg40.jpg,,in,Indonesia ,0,1,0,https://x.com/MangDjanaBdg/status/1840524690869367066,841187770726932482,MangDjanaBdg
1840524562100002833,Sun Sep 29 22:50:25 +0000 2024,0,akun fufufafa a1 milik gibran akankah gibran batal dilantik,1840524562100002833,,,in,,0,0,0,https://x.com/arief_ars22/status/1840524562100002833,1724356927080247296,arief_ars22
1840208452175507605,Sun Sep 29 22:49:56 +0000 2024,0,tukang cuci lewat permisi,1840524440809177144,,StefanAntonio__,in,,0,0,0,https://x.com/s4ms0nite/status/1840524440809177144,1390156637642530818,s4ms0nite
1839839863262326875,Sun Sep 29 22:47:34 +0000 2024,0,lah tifa aja penyepong anis  genjar menyerang gibran mulai fari fitnah ijazah  sekarang narkoba gagal mulu  dijanjikan apasih orang hingga sepei  gelar dogter aja meragukan ditambah sama bambang tersangka bebas berkeliaran  heran g tau malu,1840523846576914704,,PngAdilnR4kyt,in,,0,0,0,https://x.com/TorankuA11300/status/1840523846576914704,1767928569559400448,TorankuA11300
1839906670820110668,Sun Sep 29 22:43:41 +0000 2024,0,ga ikutan kan,1840522866359775624,,BosPurwa,in,,0,0,0,https://x.com/AlMaidah_54/status/1840522866359775624,809905974114820096,AlMaidah_54
1840522763813146987,Sun Sep 29 22:43:16 +0000 2024,0,ku doa kan semua bangkrut pendukung gibran  mati,1840522763813146987,,,in,"Balik Bukit, Indonesia",0,0,0,https://x.com/Dirgahayu394/status/1840522763813146987,1594969791588016130,Dirgahayu394
1840522566877970498,Sun Sep 29 22:42:29 +0000 2024,1,wow sungguh busuk kalian    diawal mencitrakan diri kesederhanaan kami mendukung ternyata diakhir periode kekuasaanmu mulyono terungkap kebusukanmu  kalian penipu,1840522566877970498,,,in,,0,0,0,https://x.com/Mi73Hel/status/1840522566877970498,3244905644,Mi73Hel
1840208452175507605,Sun Sep 29 22:42:28 +0000 2024,0,mungkin alasannya jadi tearik masuk dunia politik  ez money,1840522560775344463,,StefanAntonio__,in,Jakarta,0,0,0,https://x.com/Galih_D_Ariarto/status/1840522560775344463,1690406617,Galih_D_Ariarto
1839852411252551775,Sun Sep 29 22:38:56 +0000 2024,0,pun dilantik kalau indonesia gunakan nalar teman jgn kuat iri,1840521673239617977,,TeddGus,in,,0,0,0,https://x.com/RazalyNst43358/status/1840521673239617977,1689977235468640256,RazalyNst43358
1840521479534121442,Sun Sep 29 22:38:10 +0000 2024,0,memang perlu dumas  pengaduan masyarakat   amp  cawe2     proses si kaesang maupun si gibran  bocah presiden  peanyaannya   mereka punya nyali  amp  keberanian   konstitusi memanggil ditegakkan,1840521479534121442,,,in,Civil Dome,0,0,0,https://x.com/12Tataboga71988/status/1840521479534121442,1745595386348335104,12Tataboga71988
1839169702352007487,Sun Sep 29 22:37:16 +0000 2024,0,iya ngapain coba adu domba biarin pendukung menikmati kebodohannya memilih 2 org,1840521251938611483,,99propaganda,in,,0,0,0,https://x.com/abirasya73433/status/1840521251938611483,1742151728143929344,abirasya73433
1840514981571538986,Sun Sep 29 22:36:35 +0000 2024,1,dulu acara metro waktu gubernur paling angkuh gibran   menunjukkan anak gaul,1840521081490411802,,_riverheaven,in,Manado..  North Sulawesi..,0,1,0,https://x.com/NHenryp29864/status/1840521081490411802,1705475303571861504,NHenryp29864
1838532519123390882,Sun Sep 29 22:27:10 +0000 2024,0,wkwk  penyepong tai keluarga jokowi muncul,1840518709909307425,,kangerryudha,in,,0,0,0,https://x.com/hattoricoin/status/1840518709909307425,1343045333597659138,hattoricoin
1840518077739659351,Sun Sep 29 22:24:39 +0000 2024,0,ayo jujur  sepei adikmu si  yg ngaku anak mulyono,1840518077739659351,,,in,,0,1,0,https://x.com/Mi73Hel/status/1840518077739659351,3244905644,Mi73Hel
1839852411252551775,Sun Sep 29 22:24:20 +0000 2024,0,kata  gak asing spt ucapannya si fahri  ngabulin ngibulin jilid2  dki dkj beda dg dkm  dlm kelompok mulyono,1840517998026879112,,TeddGus,in,malang,0,0,0,https://x.com/dedyrhiez/status/1840517998026879112,301950210,dedyrhiez
1840514981571538986,Sun Sep 29 22:23:33 +0000 2024,2,berlebihan puji2 jokowi 2019   manfaatkan anak2   gibran  kaesang jadi super sombong angkuh    sepei kelainan jiwa   akun ff   hina2 keluarga prabowo,1840517801519485182,,_riverheaven,in,Manado..  North Sulawesi..,0,1,0,https://x.com/NHenryp29864/status/1840517801519485182,1705475303571861504,NHenryp29864
1840517719306993906,Sun Sep 29 22:23:14 +0000 2024,24,rapat bahlil lahadalia ekspresi berkedip gibran jadi sorotan netizen  pentingnya minum obat cacing meeting,1840517719306993906,,,in,,0,0,18,https://x.com/OposisiCerdas/status/1840517719306993906,887743587579944960,OposisiCerdas
1840383419047678130,Sun Sep 29 22:23:07 +0000 2024,0,fufufafa gibran   anak mulyono looo    ada lawan,1840517692983533810,,KompasTV,in,,0,0,0,https://x.com/adi_nepri/status/1840517692983533810,1646259442755973120,adi_nepri
1840283302835695757,Sun Sep 29 22:21:43 +0000 2024,1,idayati sing dijodohke neng mulyono karo paman ndoblang gen memuluskan gibran,1840517338439057756,,alisyarief,in,Temanggung,0,0,1,https://x.com/PenDjooLL/status/1840517338439057756,1350861338,PenDjooLL
1839852411252551775,Sun Sep 29 22:17:26 +0000 2024,0,antek2 amerika selalu gk terima beliau ber2 gabung,1840516262113558807,,TeddGus,in,,0,0,0,https://x.com/furyafurya2/status/1840516262113558807,1798274730690215936,furyafurya2
1840348722364039173,Sun Sep 29 22:16:40 +0000 2024,0,fufufafa gibran   dek kelakar kamu dg jetpri berani     anak mulyono   kalian lawan,1840516069766910091,,CNNIndonesia,in,,0,0,0,https://x.com/adi_nepri/status/1840516069766910091,1646259442755973120,adi_nepri
1838762518262747312,Sun Sep 29 22:15:40 +0000 2024,0,berai lu pilih gibran,1840515816078598286,,SuhaepiEep59147,in,,0,1,0,https://x.com/yoghafoto/status/1840515816078598286,284283807,yoghafoto
1840208452175507605,Sun Sep 29 22:14:27 +0000 2024,0,bukan udunan duit kite yg dipotong tiap gajian kan,1840515509764419598,,StefanAntonio__,in,Theatre of Dreams,0,0,0,https://x.com/asdena/status/1840515509764419598,92219873,asdena
1840196231030817077,Sun Sep 29 22:13:46 +0000 2024,0,paling hebat kalo berani tunjukkan ijazah aslinya,1840515338464883095,,Ber_uang08,in,,0,0,0,https://x.com/ArivalBach5653/status/1840515338464883095,1652612524905496576,ArivalBach5653
1840510834885497016,Sun Sep 29 22:11:24 +0000 2024,1,bagaimana mungkin diberi gelar doctor hc gelar s1 aja tdk miliki  lembaga pendidikan mana sih yg over acting,1840514741095260507,,GibraltarNc,in,Di Bumi Allah,0,0,0,https://x.com/rahmaniarbaftim/status/1840514741095260507,852327811,rahmaniarbaftim
1840354308724051970,Sun Sep 29 22:11:15 +0000 2024,0,fufufafa gibran   gue ganti nama akun    mengganti nomor hp sea menganti nama pemilik akun     bereskan,1840514706567778316,,tham878,in,,0,0,0,https://x.com/adi_nepri/status/1840514706567778316,1646259442755973120,adi_nepri
1840208452175507605,Sun Sep 29 22:04:30 +0000 2024,0,dikasih fakta dan data skalipun sll bnyk ceboker nya  coba aja bikin kaya gini ig threads bakal serang 7 hari 7 malam  dah gw alamin sampe hina2 mosqueen  pdhl cuma beanya bisnis apa sampe kekayaan naik 100m 5thn keluar tuh ceboker2nya,1840513005576155481,,StefanAntonio__,in, Bandung - Jakarta,0,0,0,https://x.com/junichirich/status/1840513005576155481,202579164,junichirich
1840044713430397276,Sun Sep 29 22:02:19 +0000 2024,1,jangan ganti kapolri ganti gibran langsung tdk bakal masalah di negri,1840512456520868058,,OposisiCerdas,in,,0,0,0,https://x.com/Wan_2045/status/1840512456520868058,1705579125396951040,Wan_2045
1839852411252551775,Sun Sep 29 21:58:45 +0000 2024,0,wkkkkk     mampus lo,1840511560516850104,,Panitia68285950,in,,0,0,0,https://x.com/arno2303/status/1840511560516850104,1752119441821945856,arno2303
1840510834885497016,Sun Sep 29 21:55:52 +0000 2024,7,satu guru satu ilmu sama,1840510834885497016,,,in,"North Carolina, USA",0,1,0,https://x.com/GibraltarNc/status/1840510834885497016,78392421,GibraltarNc
1840216315824615768,Sun Sep 29 21:55:43 +0000 2024,0,lhaaa bagus kan bakal pembuktian ntar siapa fufufafa yg bukain jalan kesana pasukan tikus got semakin seru apa pasukan tikus got juga punya data pembanding buat bantah roy suryo  ato cuma nuduh fitnah doang ga buktiin kalo fufufafa bkn gibran,1840510796868227260,,gustavssondhela,in,,0,0,0,https://x.com/fallenangels81/status/1840510796868227260,1627968261928419329,fallenangels81
1839852411252551775,Sun Sep 29 21:53:12 +0000 2024,0,ted    kok semakin bodoh sih pak habibie dilantik istana negara presiden mengundurkan diri kalau cepat melakukan penggantian presiden sangat bahaya nkri banyak membaca ted,1840510162249056411,,TeddGus,in,,0,0,0,https://x.com/NataYans4212/status/1840510162249056411,1837983935768498176,NataYans4212
1839852411252551775,Sun Sep 29 21:38:03 +0000 2024,0,raskin rumah udah dpt stok brp karung bos  mabok asam sulfat jgn lama2 bos   tdk baik buat otak yg dlm masa peumbuhan   otak kecil nnti tambah menciut,1840506350050378049,,TeddGus,in,,0,0,0,https://x.com/DSaklek/status/1840506350050378049,1512471111799386120,DSaklek
1840029738154504215,Sun Sep 29 21:37:33 +0000 2024,0,lgbtq g nya gibran,1840506224439443458,,gadingnstn,in,,0,0,0,https://x.com/miskintapisadar/status/1840506224439443458,1689721850396561408,miskintapisadar
1840030225197085033,Sun Sep 29 21:35:44 +0000 2024,0,negaranya gibran sejenisnya jadi mau terkejut udah ga heran,1840505767419629982,,txtdrimedia,in,,0,0,0,https://x.com/miskintapisadar/status/1840505767419629982,1689721850396561408,miskintapisadar
1840032952643924026,Sun Sep 29 21:29:22 +0000 2024,0,ngelas ngeles mulu jelas2 lu sdh menuduh kok kalau fufufafa gibran  cocote koar2 ujung2nya klarifikasi  kocak,1840504166776729932,,DokterTifa,in,"Kebumen, Indonesia",0,0,0,https://x.com/pono_olo/status/1840504166776729932,504455710,pono_olo
1840374022665540035,Sun Sep 29 21:27:47 +0000 2024,1,tantangan buat kaesang      kaesang gak berani pakai kaos tulisan adiknya fufufafa gibran   kaesang   pria pengecut  amp  penakut,1840503764446519462,https://pbs.twimg.com/ext_tw_video_thumb/1840503711132758016/pu/img/ix9NwSJjl766IFJw.jpg,fadlizon,in,,0,0,1,https://x.com/Sgm_mks/status/1840503764446519462,173114120,Sgm_mks
1840283302835695757,Sun Sep 29 21:24:39 +0000 2024,1,ijazah palsu trs hampir 10 tahun isu aja yg eksis gibran jadi wapres sampai gibran jadi presiden isu aja yg dihembuskan,1840502978954010754,,alisyarief,in,,0,1,0,https://x.com/Wan_2045/status/1840502978954010754,1705579125396951040,Wan_2045
1840345533560602724,Sun Sep 29 21:22:20 +0000 2024,0,kamu mah dulu mikirnya sana mulu ga si,1840502396281323563,,lulusnbp,in,(ceruk realitas dan imajinasi),0,0,0,https://x.com/xxgibb/status/1840502396281323563,1234811977660321793,xxgibb
1840405561801580945,Sun Sep 29 21:19:26 +0000 2024,3,samakah dgn university of bradford in singapore nya gibran chili pari  bentar lg dpt dr  hc  sepeinya mengikuti jejak ra bentar dpt tanda jasa jg,1840501664899637712,,liaasister,in,under the sky,0,0,0,https://x.com/TatiSahea/status/1840501664899637712,1675492225881640960,TatiSahea
1840374133638742080,Sun Sep 29 21:19:00 +0000 2024,0,dibawa pemerintah pak gibran,1840501557819035916,,heri_sikuchan,in,,0,0,0,https://x.com/Wan_2045/status/1840501557819035916,1705579125396951040,Wan_2045
1840374133638742080,Sun Sep 29 21:18:27 +0000 2024,2,pak fadli kalau jadi menteri jangan lupa kalau menghadap pak gibran harus tunduk kepala jangan coba2 natap mukanya gibran bisa2 dipecat,1840501416605184461,,fadlizon,in,,0,0,0,https://x.com/Wan_2045/status/1840501416605184461,1705579125396951040,Wan_2045
1840501193694712198,Sun Sep 29 21:17:34 +0000 2024,1,mungkin samakah dgn university of bradford in singapore nya gibran chili pari,1840501193694712198,,,in,under the sky,0,0,1,https://x.com/TatiSahea/status/1840501193694712198,1675492225881640960,TatiSahea
1840374133638742080,Sun Sep 29 21:17:05 +0000 2024,1,gibran pegang negeri  selesai bangsa  semuah tunduk patuh sama gibran bocah yg tdk perna baca buku memerintah semuah elit politik yg baca buku ribuan mantan aktivis semuah,1840501074727457270,,fadlizon,in,,0,0,0,https://x.com/Wan_2045/status/1840501074727457270,1705579125396951040,Wan_2045
1840500929491304661,Sun Sep 29 21:16:31 +0000 2024,0,bagus biar dibuka pengadilan biar rakyat tau   yakin akun fufufafa milik gibran rakbuming roy suryo kini diadukan bareskrim polri  resah,1840500929491304661,,,in,,0,0,0,https://x.com/BenyBen54834255/status/1840500929491304661,1516949238126907392,BenyBen54834255
1840161716753313871,Sun Sep 29 21:15:39 +0000 2024,0,pak said didu    punya masalah apa sih sama pak jokowi  ko begitunya mengarang bebas bikin narasi bukti   mas  mungkin pak said didu pingin jabatan  kasih beliau jabatan kahsiplek kepala satuan hansip komplek,1840500711051976940,,msaid_didu,in,"San diego,USA ",0,0,0,https://x.com/Rizieqedan69/status/1840500711051976940,1816819518691508229,Rizieqedan69
1840500631599198686,Sun Sep 29 21:15:20 +0000 2024,0,tanggal 20 oktober jadi apa kalian besea selama menjadi penjilat setia   serius penasaran,1840500631599198686,,,in,,0,0,0,https://x.com/Nur06168340/status/1840500631599198686,1326978767823261697,Nur06168340
1840208452175507605,Sun Sep 29 21:07:21 +0000 2024,0,bukan investor nyogoker  uang sogok,1840498626348667129,,StefanAntonio__,in,,0,0,0,https://x.com/Bardoel2/status/1840498626348667129,1125553536102612992,Bardoel2
1840497801874243841,Sun Sep 29 21:04:05 +0000 2024,4,pada si wabah  mending tetap markobar aja deh sekalipun kurang sreg sama gibran,1840497801874243841,,,in,,0,0,5,https://x.com/nanahumairah_24/status/1840497801874243841,1764520536259063808,nanahumairah_24
1839902478403547144,Sun Sep 29 21:03:57 +0000 2024,0,kalian cuma rakyat yg peralat politik jadi jangan terlelu bod h  yg kalian dukung kalah d pilpres kmren sedang berusaha utk gabung k pemerintahan era prabowo gibran  kalian cape cape bela dapatnya apa    ini politik semua butuh kuasa kalian d peralat,1840497767510327684,,BebySoSweet,in,,0,0,0,https://x.com/arno080/status/1840497767510327684,1422656709743370241,arno080
1840172992380449177,Sun Sep 29 21:02:24 +0000 2024,0,semuanya gk cocok krn hadil kecurangan n kebohongan,1840497379910545674,,gtobing2903,in,,0,0,0,https://x.com/OIma130332912/status/1840497379910545674,1642526424061063175,OIma130332912
1839852411252551775,Sun Sep 29 20:56:09 +0000 2024,0,jd caleg gak laku jd buzzer aja,1840495805066776897,,TeddGus,in,,0,0,0,https://x.com/ediputra1256567/status/1840495805066776897,1750696229208801280,ediputra1256567
1839952287185133869,Sun Sep 29 20:54:35 +0000 2024,0,fufufafa msh,1840495409850122558,,Ber_uang08,in,,0,0,0,https://x.com/HajiHasbi2/status/1840495409850122558,1575913757964128256,HajiHasbi2
1840208452175507605,Sun Sep 29 20:50:16 +0000 2024,0,klw anak mulyono songong2 tanyain aja bisnisnya pisang gmn mas,1840494324787941840,,StefanAntonio__,in,,0,0,0,https://x.com/kutub_bumi/status/1840494324787941840,4501674194,kutub_bumi
